"ENTITY_CD","ENTITY_NAME","YEAR","PK12 Enrollment","SWD Enrollment","Special Education Expenditures","Special Education Expenditures/Pupil","Total Expenditures","General Education Expenditures","General Education Expenditures/Pupil"
"280506060000","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT","2020-21",1503,225,12920221,57423.2044444444,51308646,38388425,25541.2009314704
"280506060000","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT","2021-22",1421,216,6967003,32254.6435185185,51037284,44070281,31013.5686136524
"280506060000","OYSTER BAY-EAST NORWICH CSD","2022-23",1391,213,8974694.08,42134.7139906103,52384818.82,43410124.74,31207.8538749101
"280506060000","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT","2023-24",1378,216,9564637.5,44280.7291666667,58017411.89,48452774.39,35161.6650145138
"280506060000","OYSTER BAY-EAST NORWICH CSD","2024-25",1345,220,10254702,46612.2818181818,59357667,49102965,36507.780669145
"280515030000","JERICHO UNION FREE SCHOOL DISTRICT","2018-19",3070,364,18231269.96,50085.9064835165,103622384.35,85391114.39,27814.6952410423
"280515030000","JERICHO UNION FREE SCHOOL DISTRICT","2019-20",3159,342,17157422.98,50167.9034502924,105314539.39,88157116.41,27906.6528679962
"280515030000","JERICHO UNION FREE SCHOOL DISTRICT","2020-21",3138,318,16705685,52533.6006289308,107845142,91139457,29043.8040152964
"280515030000","JERICHO UNION FREE SCHOOL DISTRICT","2021-22",3176,290,15559071,53651.9689655172,107880376,92321305,29068.4209697733
"280515030000","JERICHO UFSD","2022-23",3223,253,16501873.38,65224.7959683794,113332079.44,96830206.06,30043.5017251008
"280515030000","JERICHO UNION FREE SCHOOL DISTRICT","2023-24",3328,271,16573750.59,61157.7512546125,127883170.65,111309420.06,33446.3401622596
"280515030000","JERICHO UFSD","2024-25",3230,266,17617404.08,66230.842406015,132444950.94,114827546.86,35550.3241052632
"280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT","2018-19",5367,671,15935246.19,23748.5040089419,119156507.25,103221261.06,19232.5807825601
"280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT","2019-20",5393,698,15757095.66,22574.6356160458,117565231.61,101808135.95,18877.8297700723
"280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT","2020-21",5175,673,16099605.8,23922.1482912333,120090478.31,103990872.51,20094.8545913043
"280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT","2021-22",5369,706,15271096,21630.447592068,130282361,115011265,21421.3568634755
"280517030000","HICKSVILLE UFSD","2022-23",5485,788,17322507.02,21982.876928934,138531801.32,121209294.3,22098.3216590702
"280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT","2023-24",5442,836,25916382.24,31000.4572248804,162429005.57,136512623.33,25085.009799706
"280517030000","HICKSVILLE UFSD","2024-25",5286,838,28401677.57,33892.2166706444,161948235.17,133546557.6,25264.1993189557
"280518030000","PLAINEDGE UNION FREE SCHOOL DISTRICT","2018-19",2861,389,9289355,23880.0899742931,55320038,46030683,16089.0188745194
"280518030000","PLAINEDGE UNION FREE SCHOOL DISTRICT","2019-20",2823,386,10786986.91,27945.5619430052,74365097.8,63578110.89,22521.4703825717
"280518030000","PLAINEDGE UNION FREE SCHOOL DISTRICT","2020-21",2761,400,13155093.45,32887.733625,79747200.02,66592106.57,24118.8361354582
"280518030000","PLAINEDGE UNION FREE SCHOOL DISTRICT","2021-22",2842,410,14386903,35090.0073170732,80806463,66419560,23370.7107670654
"280518030000","PLAINEDGE UFSD","2022-23",2881,406,14988577.99,36917.6797783251,85411916.86,70423338.87,24444.0606976744
"280518030000","PLAINEDGE UNION FREE SCHOOL DISTRICT","2023-24",2940,464,17760058.38,38275.987887931,93832237.04,76072178.66,25874.8907006803
"280518030000","PLAINEDGE UFSD","2024-25",2960,504,19477644.98,38646.1209920635,96597556.25,77119911.27,26054.0240777027
"280521030000","BETHPAGE UNION FREE SCHOOL DISTRICT","2018-19",2956,376,10179084,27072.0319148936,77461162,67282078,22761.1901217862
"280521030000","BETHPAGE UNION FREE SCHOOL DISTRICT","2019-20",2945,360,10339033,28719.5361111111,78781402,68442369,23240.1932088285
"280521030000","BETHPAGE UNION FREE SCHOOL DISTRICT","2020-21",2913,364,10916111,29989.3159340659,79672547,68756436,23603.3079299691
"280521030000","BETHPAGE UNION FREE SCHOOL DISTRICT","2021-22",2919,358,10697302,29880.7318435754,80500120,69802818,23913.2641315519
"280521030000","BETHPAGE UFSD","2022-23",2971,385,12141930,31537.4805194805,84747662,72605732,24438.1460787614
"280521030000","BETHPAGE UNION FREE SCHOOL DISTRICT","2023-24",3063,408,12069514.08,29582.1423529412,95470851.2,83401337.12,27228.6441789096
"280521030000","BETHPAGE UFSD","2024-25",2957,378,12387602.02,32771.4339153439,98257206.63,85869604.61,29039.4334156239
"280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT","2018-19",5703,902,16060539.41,17805.4760643016,144515347.32,128454807.91,22524.0764352095
"280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT","2019-20",5521,926,17267224.22,18647.1103887689,145695820.26,128428596.04,23261.8359065387
"280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT","2020-21",5314,923,17935004,19431.2069339112,148587389.28,130652385.28,24586.4481144148
"280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT","2021-22",5246,957,19883786,20777.2058516196,155783439,135899653,25905.3856271445
"280522030000","FARMINGDALE UFSD","2022-23",5126,967,21156854.99,21878.8572802482,162004699.12,140847844.13,27477.1447776044
"280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT","2023-24",5330,1026,39192011.77,38198.8418810916,185905456.36,146713444.59,27525.9745947467
"280522030000","FARMINGDALE UFSD","2024-25",5180,1065,34997750.68,32861.7377276995,190794482.51,155796731.83,30076.5891563707
"280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT","2018-19",6764,809,14422821,17827.9616810878,91434663,77011842,11385.5473092844
"280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT","2019-20",6713,858,26097362,30416.5058275058,170555533,144458171,21519.1674363176
"280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT","2020-21",6548,858,26792857,31227.1060606061,178061525,151268668,23101.5070250458
"280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT","2021-22",6488,912,29878311,32761.3059210526,183820026,153941715,23727.14472873
"280523030000","MASSAPEQUA UFSD","2022-23",6477,954,30939713,32431.5649895178,189475679,158535966,24476.7586845762
"280523030000","MASSAPEQUA UNION FREE SCHOOL DISTRICT","2023-24",6482,1020,41574932,40759.737254902,214670805,173095873,26704.084078988
"280523030000","MASSAPEQUA UFSD","2024-25",6460,1064,45619059,42875.0554511278,221643712,176024653,27248.3982972136
"400301060000","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","2018-19",1980,340,5145915,15135.0441176471,36387985,31242070,15778.8232323232
"400301060000","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","2019-20",1920,339,5385677.64,15886.9546902655,35884948.3,30499270.66,15885.0368020833
"400301060000","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","2020-21",1860,329,3766389,11447.990881459,36472533,32706144,17583.9483870968
"400301060000","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","2021-22",1867,325,3861863,11882.6553846154,39662787,35800924,19175.6422067488
"400301060000","LEWISTON-PORTER CSD","2022-23",1836,297,4289043,14441.2222222222,42106029,37816986,20597.4869281046
"400301060000","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","2023-24",1954,282,6423342.01,22777.8085460993,47075437.25,40652095.24,20804.5523234391
"400301060000","LEWISTON-PORTER CSD","2024-25",1909,302,8002894.31,26499.6500331126,45577630.33,37574736.02,19682.9418648507
"400400010000","LOCKPORT CITY SCHOOL DISTRICT","2018-19",4570,833,8679759.58,10419.8794477791,76390956.32,67711196.74,14816.454428884
"400400010000","LOCKPORT CITY SCHOOL DISTRICT","2019-20",4328,779,8855230.74,11367.4335558408,78458900.58,69603669.84,16082.1787985213
"400400010000","LOCKPORT CITY SCHOOL DISTRICT","2020-21",4179,730,8577016.78,11749.3380547945,78867141.64,70290124.86,16819.8432304379
"400400010000","LOCKPORT CITY SCHOOL DISTRICT","2021-22",4140,707,9465600,13388.4016973126,87865718,78400118,18937.2265700483
"400400010000","LOCKPORT CITY SD","2022-23",4131,705,10209684.83,14481.8224539007,92819387.25,82609702.42,19997.5072427984
"400400010000","LOCKPORT CITY SCHOOL DISTRICT","2023-24",4182,768,7630823.67,9935.9683203125,110796137.94,103165314.27,24668.8938952654
"400400010000","LOCKPORT CITY SD","2024-25",4064,824,11374943.28,13804.542815534,112117821.62,100742878.34,24789.0940797244
"400601060000","NEWFANE CENTRAL SCHOOL DISTRICT","2018-19",1469,239,3697950,15472.5941422594,29016646,25318696,17235.3274336283
"400601060000","NEWFANE CENTRAL SCHOOL DISTRICT","2019-20",1366,252,5354905,21249.623015873,27650785,22295880,16322.0204978038
"400601060000","NEWFANE CENTRAL SCHOOL DISTRICT","2020-21",1305,237,6042111,25494.1392405063,28045062,22002951,16860.4988505747
"400601060000","NEWFANE CENTRAL SCHOOL DISTRICT","2021-22",1314,231,6452537,27933.0606060606,29599968,23147431,17616.0053272451
"400601060000","NEWFANE CSD","2022-23",1273,220,7180228,32637.4,32272627,25092399,19711.2325216025
"400601060000","NEWFANE CENTRAL SCHOOL DISTRICT","2023-24",1305,252,6124184,24302.3174603175,37367725,31243541,23941.4107279693
"400601060000","NEWFANE CSD","2024-25",1277,233,5988184,25700.3605150215,37354730,31366546,24562.6828504307
"400701060000","NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT","2018-19",3518,486,8716300,17934.7736625514,61505133,52788833,15005.3533257533
"400701060000","NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT","2019-20",3429,466,4351584,9338.16309012876,61242524,56890940,16591.1169437154
"400701060000","NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT","2020-21",3314,487,7737612,15888.3203285421,64014405,56276793,16981.5307785154
"400701060000","NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT","2021-22",3228,488,8029951,16454.8176229508,68697719,60667768,18794.2280049566
"400701060000","NIAGARA-WHEATFIELD CSD","2022-23",3141,522,7416027,14206.9482758621,73015006,65598979,20884.7433938236
"400701060000","NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT","2023-24",3251,547,12398436,22666.2449725777,77932780,65534344,20158.2110119963
"400701060000","NIAGARA-WHEATFIELD CSD","2024-25",3086,541,12994609.57,24019.6110351201,80039753.13,67045143.56,21725.5811924822
"400800010000","NIAGARA FALLS CITY SCHOOL DISTRICT","2018-19",7015,1229,15221975,12385.6590724166,115833918,100611943,14342.4009978617
"400800010000","NIAGARA FALLS CITY SCHOOL DISTRICT","2019-20",7030,1402,14673387,10466.0392296719,117033340,102359953,14560.4485064011
"400800010000","NIAGARA FALLS CITY SCHOOL DISTRICT","2020-21",6813,1321,15467573,11708.9878879637,118005853,102538280,15050.3860267136
"400800010000","NIAGARA FALLS CITY SCHOOL DISTRICT","2021-22",6937,1358,16158955,11899.0832106038,133777765,117618810,16955.284705204
"400800010000","NIAGARA FALLS CITY SD","2022-23",6831,1423,18130348,12740.9332396346,141049910,122919562,17994.3730054165
"400800010000","NIAGARA FALLS CITY SCHOOL DISTRICT","2023-24",6828,1602,21571889,13465.5986267166,168392167,146820278,21502.6769185706
"400800010000","NIAGARA FALLS CITY SD","2024-25",6624,1611,23845771,14801.8441961515,173174081,149328310,22543.5250603865
"400900010000","NORTH TONAWANDA CITY SCHOOL DISTRICT","2018-19",3404,714,10958783,15348.4355742297,57316279,46357496,13618.535840188
"400900010000","NORTH TONAWANDA CITY SCHOOL DISTRICT","2019-20",3184,666,12841345.08,19281.2989189189,55430588.38,42589243.3,13376.0186243719
"400900010000","NORTH TONAWANDA CITY SCHOOL DISTRICT","2020-21",3101,618,11382371.87,18418.0774595469,57094311.05,45711939.18,14741.0316607546
"400900010000","NORTH TONAWANDA CITY SCHOOL DISTRICT","2021-22",3103,591,6483697,10970.7225042301,58017250,51533553,16607.654850145
"400900010000","NORTH TONAWANDA CITY SD","2022-23",3102,559,7063026.64,12635.1102683363,59501741.43,52438714.79,16904.8081205674
"400900010000","NORTH TONAWANDA CITY SCHOOL DISTRICT","2023-24",3246,533,10196053.04,19129.5554221388,71316403.78,61120350.74,18829.4364571781
"400900010000","NORTH TONAWANDA CITY SD","2024-25",3125,537,10698896.38,19923.4569459963,71143186.02,60444289.64,19342.1726848
"401001060000","STARPOINT CENTRAL SCHOOL DISTRICT","2018-19",2878,324,3749806,11573.475308642,42708296,38958490,13536.6539263377
"401001060000","STARPOINT CENTRAL SCHOOL DISTRICT","2019-20",2911,330,4386293,13291.796969697,43294122,38907829,13365.7949158365
"401001060000","STARPOINT CENTRAL SCHOOL DISTRICT","2020-21",2927,345,4649239,13476.0550724638,45061233,40411994,13806.6258968227
"401001060000","STARPOINT CENTRAL SCHOOL DISTRICT","2021-22",2876,345,4637093,13440.8492753623,50080301,45443208,15800.8372739917
"401001060000","STARPOINT CSD","2022-23",2902,373,3723465,9982.47989276139,52416698,48693233,16779.1981392143
"401001060000","STARPOINT CENTRAL SCHOOL DISTRICT","2023-24",2899,386,8473494.14,21952.057357513,63006156.53,54532662.39,18810.8528423594
"401001060000","STARPOINT CSD","2024-25",2870,405,8691052.38,21459.3885925926,64430956.59,55739904.21,19421.5694111498
"401201060000","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT","2018-19",1293,156,2910784.83,18658.8771153846,20190756.69,17279971.86,13364.2473781903
"401201060000","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT","2019-20",1271,170,3132187.99,18424.6352352941,20408098,17275910.01,13592.3760896932
"401201060000","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT","2020-21",1197,155,3221723,20785.3096774194,20909168,17687445,14776.4786967419
"401201060000","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT","2021-22",1199,177,3072861,17360.7966101695,22154744,19081883,15914.8315262719
"401201060000","ROYALTON-HARTLAND CSD","2022-23",1178,192,3458406.73,18012.5350520833,22704141.44,19245734.71,16337.6355772496
"401201060000","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT","2023-24",1151,216,4556443.11,21094.6440277778,27539690.77,22983247.66,19968.0692093831
"401201060000","ROYALTON-HARTLAND CSD","2024-25",1104,224,4755326.43,21229.1358482143,28207914.33,23452587.9,21243.2861413043
"401301040000","BARKER CENTRAL SCHOOL DISTRICT","2018-19",761,82,2186639,26666.3292682927,14845355,12658716,16634.3180026281
"401301040000","BARKER CENTRAL SCHOOL DISTRICT","2019-20",735,89,1380627,15512.6629213483,14771430,13390803,18218.7795918367
"401301040000","BARKER CENTRAL SCHOOL DISTRICT","2020-21",690,84,1145091,13632.0357142857,14681195,13536104,19617.5420289855
"401301040000","BARKER CENTRAL SCHOOL DISTRICT","2021-22",671,91,1569463,17246.8461538462,16365308,14795845,22050.4396423249
"401301040000","BARKER CSD","2022-23",643,105,1117234,10640.3238095238,16713151,15595917,24254.9253499222
"401301040000","BARKER CENTRAL SCHOOL DISTRICT","2023-24",656,116,2940019,25344.9913793103,19796308.06,16856289.06,25695.5625914634
"401301040000","BARKER CSD","2024-25",651,113,3315823.54,29343.5711504425,20306752.44,16990928.9,26099.7371735791
"401501060000","WILSON CENTRAL SCHOOL DISTRICT","2018-19",1109,163,3757842,23054.245398773,21945790,18187948,16400.3137962128
"401501060000","WILSON CENTRAL SCHOOL DISTRICT","2019-20",1060,153,2445012.08,15980.4711111111,20830285.64,18385273.56,17344.5976981132
"401501060000","WILSON CENTRAL SCHOOL DISTRICT","2020-21",1017,167,2636161,15785.3952095808,20769814,18133653,17830.5339233038
"401501060000","WILSON CENTRAL SCHOOL DISTRICT","2021-22",994,157,2734372,17416.3821656051,22433287,19698915,19817.8219315895
"401501060000","WILSON CSD","2022-23",980,157,2389505,15219.7770700637,22731620,20342115,20757.2602040816
"401501060000","WILSON CENTRAL SCHOOL DISTRICT","2023-24",983,157,4842694.43,30845.1874522293,26404645.68,21561951.25,21934.8435910478
"401501060000","WILSON CSD","2024-25",970,153,5283431.45,34532.2316993464,27201226,21917794.55,22595.6644845361
"410401060000","ADIRONDACK CENTRAL SCHOOL DISTRICT","2018-19",1219,173,1521554.5,8795.11271676301,23008901.14,21487346.64,17627.0275963905
"410401060000","ADIRONDACK CENTRAL SCHOOL DISTRICT","2019-20",1194,170,2405186.31,14148.1547647059,16732246.03,14327059.72,11999.2124958124
"410401060000","ADIRONDACK CENTRAL SCHOOL DISTRICT","2020-21",1161,160,1620951.4,10130.94625,22405205.16,20784253.76,17902.0273557278
"410401060000","ADIRONDACK CENTRAL SCHOOL DISTRICT","2021-22",1174,160,1630174,10188.5875,24823288,23193114,19755.6337308348
"410401060000","ADIRONDACK CSD","2022-23",1178,165,2969919,17999.5090909091,28950272,25980353,22054.6290322581
"410401060000","ADIRONDACK CENTRAL SCHOOL DISTRICT","2023-24",1180,174,3500445.21,20117.5012068966,30204520.98,26704075.77,22630.5726864407
"410401060000","ADIRONDACK CSD","2024-25",1170,188,3782515,20119.7606382979,30685661.02,26903146.02,22994.1418974359
"410601040000","CAMDEN CENTRAL SCHOOL DISTRICT","2018-19",2079,279,7972393,28574.8853046595,40739794,32767401,15761.1356421356
"410601040000","CAMDEN CENTRAL SCHOOL DISTRICT","2019-20",2064,286,6751586,23606.9440559441,39258709,32507123,15749.5750968992
"410601040000","CAMDEN CENTRAL SCHOOL DISTRICT","2020-21",1992,288,8105941,28145.6284722222,41195153,33089212,16611.0502008032
"410601040000","CAMDEN CENTRAL SCHOOL DISTRICT","2021-22",2019,299,8291284,27730.0468227425,44118515,35827231,17745.0376423972
"410601040000","CAMDEN CSD","2022-23",1969,304,3271618,10761.9013157895,45441535,42169917,21416.9207719655
"410601040000","CAMDEN CENTRAL SCHOOL DISTRICT","2023-24",2001,304,1730174.84,5691.36460526316,48599627.55,46869452.71,23423.0148475762
"410601040000","CAMDEN CSD","2024-25",2001,297,2102138.69,7077.90804713805,53716635.6,51614496.91,25794.3512793603
"411101060000","CLINTON CENTRAL SCHOOL DISTRICT","2018-19",1302,137,2115673,15442.8686131387,21985458,19869785,15260.9715821813
"411101060000","CLINTON CENTRAL SCHOOL DISTRICT","2019-20",1258,131,1579057,12053.8702290076,22110533,20531476,16320.7281399046
"411101060000","CLINTON CENTRAL SCHOOL DISTRICT","2020-21",1244,122,1637703,13423.7950819672,22663896.94,21026193.94,16902.0851607717
"411101060000","CLINTON CENTRAL SCHOOL DISTRICT","2021-22",1245,137,1257013,9175.27737226277,23896192,22639179,18184.0795180723
"411101060000","CLINTON CSD","2022-23",1214,137,1231499,8989.04379562044,26238861,25007362,20599.1449752883
"411101060000","CLINTON CENTRAL SCHOOL DISTRICT","2023-24",1175,139,3109930.2,22373.5985611511,28850457.33,25740527.13,21906.8316
"411101060000","CLINTON CSD","2024-25",1184,138,2664380,19307.1014492754,29156356,26491976,22374.9797297297
"411501060000","NEW HARTFORD CENTRAL SCHOOL DISTRICT","2018-19",2503,228,12702775.36,55713.9270175439,45974427.25,33271651.89,13292.7095045945
"411501060000","NEW HARTFORD CENTRAL SCHOOL DISTRICT","2019-20",2553,226,7060698,31242.0265486726,45568295,38507597,15083.2734038386
"411501060000","NEW HARTFORD CENTRAL SCHOOL DISTRICT","2020-21",2464,222,6748955.86,30400.7020720721,47977524.1,41228568.24,16732.373474026
"411501060000","NEW HARTFORD CENTRAL SCHOOL DISTRICT","2021-22",2500,228,7523426,32997.4824561404,47564741,40041315,16016.526
"411501060000","NEW HARTFORD CSD","2022-23",2549,227,7635068.76,33634.6641409692,48800461.05,41165392.29,16149.6242801098
"411501060000","NEW HARTFORD CENTRAL SCHOOL DISTRICT","2023-24",2509,243,11288152,46453.3004115226,60968317,49680165,19800.78318055
"411501060000","NEW HARTFORD CSD","2024-25",2467,249,10613993.6,42626.4803212851,62576367.85,51962374.25,21062.9810498581
"411504020000","NEW YORK MILLS UNION FREE SCHOOL DISTRICT","2018-19",542,59,2077314.49,35208.7201694915,16820529.94,14743215.45,27201.5045202952
"411504020000","NEW YORK MILLS UNION FREE SCHOOL DISTRICT","2019-20",541,0,2404560.73,,12299216.7,9894655.97,18289.5674121996
"411504020000","NEW YORK MILLS UNION FREE SCHOOL DISTRICT","2020-21",537,63,2606947.45,41380.1182539683,12669706.56,10062759.11,18738.8437802607
"411504020000","NEW YORK MILLS UNION FREE SCHOOL DISTRICT","2021-22",517,63,2738319,43465.380952381,13449314,10710995,20717.5918762089
"411504020000","NY MILLS UFSD","2022-23",547,57,2779150,48757.0175438596,13658340,10879190,19888.8299817185
"411504020000","NEW YORK MILLS UNION FREE SCHOOL DISTRICT","2023-24",567,70,3294046,47057.8,12549306,9255260,16323.2098765432
"411504020000","NY MILLS UFSD","2024-25",521,57,3123701,54801.7719298246,12692913,9569212,18367.009596929
"411603040000","SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT","2018-19",1002,124,3308060.73,26677.9091129032,18341210.94,15033150.21,15003.1439221557
"411603040000","SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT","2019-20",943,108,3995913.64,36999.2003703704,16163404.51,12167490.87,12902.9595652174
"411603040000","SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT","2020-21",913,105,1361561,12967.2476190476,16289764,14928203,16350.7152245345
"411603040000","SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT","2021-22",932,117,1156516,9884.75213675214,17326411,16169895,17349.6727467811
"411603040000","SAUQUOIT VALLEY CSD","2022-23",922,109,1113002,10211.0275229358,18096711,16983709,18420.5086767896
"411603040000","SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT","2023-24",952,107,3565935.83,33326.5030841121,22286310.99,18720375.16,19664.2596218487
"411603040000","SAUQUOIT VALLEY CSD","2024-25",883,104,3213496,30899,22490597,19277101,21831.3714609287
"411701040000","REMSEN CENTRAL SCHOOL DISTRICT","2018-19",415,57,1932082,33896.1754385965,10848090,8916008,21484.356626506
"411701040000","REMSEN CENTRAL SCHOOL DISTRICT","2019-20",423,62,843597,13606.4032258065,11106792,10263195,24262.8723404255
"411701040000","REMSEN CENTRAL SCHOOL DISTRICT","2020-21",429,54,1049832,19441.3333333333,10824529,9774697,22784.8414918415
"411701040000","REMSEN CENTRAL SCHOOL DISTRICT","2021-22",425,54,978334,18117.2962962963,12509142,11530808,27131.3129411765
"411701040000","REMSEN CSD","2022-23",407,46,943878,20519.0869565217,12086402,11142524,27377.2088452088
"411701040000","REMSEN CENTRAL SCHOOL DISTRICT","2023-24",403,51,1324328,25967.2156862745,12963559,11639231,28881.4665012407
"411701040000","REMSEN CSD","2024-25",405,54,1629974.77,30184.717962963,13002777,11372802.23,28080.9931604938
"411800010000","ROME CITY SCHOOL DISTRICT","2018-19",5808,1003,13448899,13408.6729810568,100894274,87445375,15056.0218663912
"411800010000","ROME CITY SCHOOL DISTRICT","2019-20",5442,1069,12966689.19,12129.7373152479,96997475.25,84030786.06,15441.1587761852
"411800010000","ROME CITY SCHOOL DISTRICT","2020-21",5323,1082,10037597.12,9276.89197781885,96571818.55,86534221.43,16256.6638042457
"411800010000","ROME CITY SCHOOL DISTRICT","2021-22",5231,1097,11644753,10615.0893345488,102787924,91143171,17423.6610590709
"411800010000","ROME CITY SD","2022-23",5234,1097,12737219.68,11610.956864175,114360142.94,101622923.26,19415.9196140619
"411800010000","ROME CITY SCHOOL DISTRICT","2023-24",5228,1168,20256917.27,17343.2510873288,131959532.82,111702615.55,21366.2233263198
"411800010000","ROME CITY SD","2024-25",5190,1238,22608844.84,18262.3948626817,142268875.27,119660030.43,23055.8825491329
"411902040000","WATERVILLE CENTRAL SCHOOL DISTRICT","2018-19",780,86,809039,9407.43023255814,15748164,14939125,19152.7243589744
"411902040000","WATERVILLE CENTRAL SCHOOL DISTRICT","2019-20",741,96,1162646,12110.8958333333,14150953,12988307,17528.0796221323
"411902040000","WATERVILLE CENTRAL SCHOOL DISTRICT","2020-21",698,100,2097577,20975.77,14564459,12466882,17860.8624641834
"411902040000","WATERVILLE CENTRAL SCHOOL DISTRICT","2021-22",721,94,738083,7851.94680851064,13628520,12890437,17878.5533980583
"411902040000","WATERVILLE CSD","2022-23",708,84,2912847,34676.75,17507252,14594405,20613.5663841808
"411902040000","WATERVILLE CENTRAL SCHOOL DISTRICT","2023-24",738,90,2971377.93,33015.3103333333,19605879.99,16634502.06,22539.9756910569
"411902040000","WATERVILLE CSD","2024-25",764,121,3474285.98,28713.1072727273,20997414.19,17523128.21,22936.0316884817
"412000050000","SHERRILL CITY SCHOOL DISTRICT","2018-19",1913,214,3356196,15683.1588785047,31135502,27779306,14521.330893884
"412000050000","SHERRILL CITY SCHOOL DISTRICT","2019-20",1881,218,2283894.68,10476.5811009174,31852471.8,29568577.12,15719.6050611377
"412000050000","SHERRILL CITY SCHOOL DISTRICT","2020-21",1822,214,2844665,13292.8271028037,32070707,29226042,16040.6377607025
"412000050000","SHERRILL CITY SCHOOL DISTRICT","2021-22",1807,228,2388841,10477.3728070175,35601501,33212660,18380
"412000050000","SHERRILL CITY SD","2022-23",1806,237,2515150,10612.447257384,38074097,35558947,19689.3394241417
"412000050000","SHERRILL CITY SCHOOL DISTRICT","2023-24",1817,276,3025502.87,10961.9669202899,40089069.32,37063566.45,20398.220390754
"412000050000","SHERRILL CITY SD","2024-25",1822,272,2080569.96,7649.15426470588,44650758.14,42570188.18,23364.5379692645
"412201060000","HOLLAND PATENT CENTRAL SCHOOL DISTRICT","2018-19",1336,188,1563635.9,8317.21223404255,24609989.91,23046354.01,17250.2649775449
"412201060000","HOLLAND PATENT CENTRAL SCHOOL DISTRICT","2019-20",1316,183,1842561.42,10068.6416393443,24255174.4,22412612.98,17030.8609270517
"412201060000","HOLLAND PATENT CENTRAL SCHOOL DISTRICT","2020-21",1235,175,1889484.8,10797.056,25271461.06,23381976.26,18932.7742995951
"412201060000","HOLLAND PATENT CENTRAL SCHOOL DISTRICT","2021-22",1232,152,1968154,12948.3815789474,26706988,24738834,20080.2224025974
"412201060000","HOLLAND PATENT CSD","2022-23",1246,149,2595865.87,17421.918590604,28932974.9,26337109.03,21137.3266693419
"412201060000","HOLLAND PATENT CENTRAL SCHOOL DISTRICT","2023-24",1241,142,2695275.75,18980.8151408451,33417654.61,30722378.86,24756.1473489122
"412201060000","HOLLAND PATENT CSD","2024-25",1215,147,2529882.53,17210.0852380952,34682698.67,32152816.14,26463.2231604938
"412300010000","UTICA CITY SCHOOL DISTRICT","2018-19",10510,1619,21999444,13588.2915379864,148793066,126793622,12064.093434824
"412300010000","UTICA CITY SCHOOL DISTRICT","2019-20",9738,1678,15197324,9056.80810488677,147784786,132587462,13615.471554734
"412300010000","UTICA CITY SCHOOL DISTRICT","2020-21",9316,1617,15867871,9813.15460729747,148764450,132896579,14265.4120867325
"412300010000","UTICA CITY SCHOOL DISTRICT","2021-22",9257,1680,18815500,11199.7023809524,158901042,140085542,15132.930971157
"412300010000","UTICA CITY SD","2022-23",9073,1744,13556562.77,7773.2584690367,181038956.83,167482394.06,18459.4284205886
"412300010000","UTICA CITY SCHOOL DISTRICT","2023-24",9435,1738,22716654.58,13070.5722554661,222248939.98,199532285.4,21148.0959618442
"412300010000","UTICA CITY SD","2024-25",9071,1751,17510772.24,10000.441027984,244316849.11,226806076.87,25003.4259585492
"412801040000","WESTMORELAND CENTRAL SCHOOL DISTRICT","2018-19",899,107,2034514,19014.1495327103,18133233,16098719,17907.362625139
